epoch,loss_type,total_loss,global_mse,local_angle_mae
70,edm,57.30061721801758,0.24190478026866913,66.97090148925781
71,edm,23.292917251586914,0.25684118270874023,65.19483947753906
72,edm,39.4723014831543,0.2280939221382141,64.3440933227539
73,edm,12.08338451385498,0.2136843502521515,63.93791961669922
74,edm,25.818506240844727,0.2109960913658142,62.8776741027832
75,edm,10.130428314208984,0.20610885322093964,61.65464782714844
76,edm,24.496448516845703,0.2008056640625,59.95616149902344
77,edm,10.607794761657715,0.19415563344955444,59.30692672729492
78,edm,11.60126781463623,0.19427397847175598,58.239994049072266
79,edm,31.254688262939453,0.18575812876224518,57.96549606323242
80,edm,31.094364166259766,0.17283271253108978,56.3857307434082
81,edm,48.74359130859375,0.17062781751155853,53.834129333496094
82,edm,10.532347679138184,0.16301120817661285,51.881126403808594
83,edm,38.60172653198242,0.15535590052604675,52.11104202270508
84,edm,28.86020278930664,0.15067800879478455,50.05460739135742
85,edm,30.15044593811035,0.1445246785879135,49.160945892333984
86,edm,150.8314208984375,0.13903939723968506,49.392578125
87,edm,400.0284729003906,0.13373394310474396,48.01384735107422
88,edm,48.933406829833984,0.1295800805091858,46.524169921875
89,edm,10.416335105895996,0.12620165944099426,45.88146209716797
90,edm,31.822101593017578,0.11336348950862885,44.16604232788086
91,edm,261.5293884277344,0.10820508748292923,42.57389450073242
92,edm,14.322174072265625,0.10997449606657028,41.72319412231445
93,edm,40.87443542480469,0.10597772151231766,41.85024642944336
94,edm,27.67848014831543,0.10360030084848404,40.71269989013672
95,edm,27.663354873657227,0.09807123243808746,40.86124801635742
96,edm,15.39625072479248,0.0934549868106842,39.26259994506836
97,edm,14.671005249023438,0.09236424416303635,38.436893463134766
98,edm,34.59425735473633,0.08950220048427582,38.51559829711914
99,edm,67.44536590576172,0.08629602193832397,37.525325775146484
100,edm,231.5540008544922,0.08446916192770004,37.03480529785156
101,edm,21.088132858276367,0.0760977640748024,36.31691360473633
102,edm,9.568564414978027,0.07447327673435211,34.93183517456055
103,edm,77.83292388916016,0.07268394529819489,34.78936767578125
104,edm,145.69287109375,0.06819408386945724,34.527099609375
105,edm,18.131277084350586,0.06254005432128906,33.76382064819336
106,edm,14.15093994140625,0.058698032051324844,33.93577575683594
107,edm,20.845970153808594,0.058153752237558365,32.25648498535156
108,edm,13.768170356750488,0.04990838095545769,32.351924896240234
109,edm,35.94963455200195,0.047943804413080215,31.7602481842041
110,edm,16.133535385131836,0.047845371067523956,31.193387985229492
111,edm,20.960973739624023,0.047669000923633575,31.01797103881836
112,edm,17.773761749267578,0.043979596346616745,31.336936950683594
113,edm,23.54351806640625,0.04546348378062248,30.684783935546875
114,edm,70.85643768310547,0.044232964515686035,30.82527732849121
115,edm,11.297769546508789,0.046425726264715195,30.244735717773438
116,edm,13.300020217895508,0.042836595326662064,30.064918518066406
117,edm,19.09825325012207,0.04145367443561554,29.783945083618164
118,edm,17.396146774291992,0.04003659635782242,29.77972984313965
119,edm,18.490339279174805,0.0393412709236145,29.391862869262695
120,edm,45.7342414855957,0.03594529628753662,29.194950103759766
121,edm,11.109868049621582,0.03581671044230461,29.408010482788086
122,edm,12.763199806213379,0.035902973264455795,29.54964828491211
123,edm,49.35627746582031,0.036072324961423874,28.46050453186035
124,edm,12.231438636779785,0.03090674802660942,28.515018463134766
125,edm,34.77537155151367,0.030464807525277138,27.570899963378906
126,edm,8.089634895324707,0.029984673485159874,27.318315505981445
127,edm,26.55963706970215,0.03240270912647247,28.793930053710938
128,edm,14.34459400177002,0.030132098123431206,28.327098846435547
129,edm,8.997092247009277,0.03022904321551323,28.87945556640625
130,edm,12.585010528564453,0.03391255438327789,27.710634231567383
131,edm,7.458320617675781,0.024882888421416283,27.113603591918945
132,edm,16.769338607788086,0.02506399340927601,28.2061710357666
133,edm,5.971108913421631,0.02384432964026928,26.848388671875
134,edm,50.25274658203125,0.07305235415697098,27.342741012573242
135,edm,19.8169002532959,0.11795100569725037,27.472274780273438
136,edm,31.931150436401367,0.12783168256282806,27.61307144165039
137,edm,25.693374633789062,0.05992487818002701,28.765785217285156
138,edm,14.751225471496582,0.026733579114079475,28.18927764892578
139,edm,59.35744857788086,0.02561105415225029,27.818037033081055
140,edm,93.8218002319336,0.02248683013021946,27.05941390991211
141,edm,63.33730697631836,0.020946785807609558,27.306520462036133
142,edm,9.037243843078613,0.022151967510581017,26.826330184936523
143,edm,36.800289154052734,0.0218642707914114,26.34307289123535
144,edm,26.044235229492188,0.024091705679893494,26.690309524536133
145,edm,42.36594772338867,0.020344743505120277,27.037416458129883
146,edm,14.523579597473145,0.01820760779082775,26.68280029296875
147,edm,18.878055572509766,0.01885572075843811,25.678607940673828
148,edm,55.90460205078125,0.01725461706519127,26.514488220214844
149,edm,21.998092651367188,0.019024036824703217,26.449153900146484
150,edm,24.561918258666992,0.020090822130441666,25.808250427246094
151,edm,32.12684631347656,0.021151410415768623,25.73284912109375
152,edm,128.13888549804688,0.022144367918372154,26.02678108215332
153,edm,37.46736145019531,0.016703089699149132,25.47040557861328
154,edm,15.82429027557373,0.016457192599773407,25.903289794921875
155,edm,31.75006675720215,0.016931695863604546,25.113550186157227
156,edm,9.570456504821777,0.014848737046122551,25.04195213317871
157,edm,19.78546142578125,0.015424520708620548,26.429189682006836
158,edm,22.38014793395996,0.01632283441722393,25.767440795898438
159,edm,46.90325927734375,0.01683020405471325,24.976762771606445
160,edm,11.466998100280762,0.0146501325070858,26.33940315246582
161,edm,29.029855728149414,0.015156838111579418,25.380136489868164
162,edm,31.740680694580078,0.015324451960623264,26.042211532592773
163,edm,11.432421684265137,0.017177142202854156,25.73334503173828
164,edm,84.07398986816406,0.017509430646896362,24.935958862304688
165,edm,39.75063705444336,0.03506489098072052,24.664846420288086
166,edm,59.48601150512695,0.03465082868933678,24.40644073486328
167,edm,12.459248542785645,0.023343391716480255,25.565195083618164
168,edm,20.619192123413086,0.029950706288218498,27.238204956054688
169,edm,23.595090866088867,0.02001599594950676,27.45714569091797
170,edm,15.710482597351074,0.0185078214854002,27.04880714416504
171,edm,26.66303062438965,0.018329961225390434,27.32651138305664
172,edm,126.6788330078125,0.015956131741404533,27.129404067993164
173,edm,31.50225830078125,0.016593599691987038,26.063154220581055
174,edm,19.505447387695312,0.012487602420151234,26.486242294311523
175,edm,29.379291534423828,0.013125790283083916,25.484298706054688
176,edm,6.376087665557861,0.01362889725714922,26.230323791503906
177,edm,34.01713562011719,0.014678074978291988,25.126386642456055
178,edm,56.8740119934082,0.013644032180309296,24.801942825317383
179,edm,25.6129093170166,0.015886927023530006,24.591440200805664
180,edm,68.96617889404297,0.01580490544438362,25.648786544799805
181,edm,114.5289077758789,0.014763022772967815,25.500682830810547
182,edm,22.611082077026367,0.013640088960528374,25.03553581237793
183,edm,15.175938606262207,0.012631271034479141,24.88815689086914
184,edm,35.22187423706055,0.015012294985353947,25.4988956451416
185,edm,11.395889282226562,0.013714506290853024,25.284635543823242
186,edm,10.143233299255371,0.019976668059825897,25.58094024658203
187,edm,14.870265007019043,0.03649478778243065,25.075862884521484
188,edm,203.21913146972656,0.01911023259162903,25.525646209716797
189,edm,36.852108001708984,0.023368176072835922,25.388160705566406
190,edm,42.72343063354492,0.06987374275922775,25.935951232910156
191,edm,16.058988571166992,0.04301384836435318,27.254772186279297
192,edm,21.237810134887695,0.07284482568502426,29.596586227416992
193,edm,23.905479431152344,0.0562468022108078,30.48750114440918
194,edm,44.7888069152832,0.01662137545645237,28.407577514648438
195,edm,27.660303115844727,0.017451446503400803,28.282236099243164
196,edm,14.881558418273926,0.015814337879419327,26.972890853881836
197,edm,23.992000579833984,0.01537363976240158,26.474149703979492
198,edm,16.494977951049805,0.015186311677098274,26.443084716796875
199,edm,89.5163803100586,0.016477083787322044,26.436664581298828
200,edm,38.09938430786133,0.014547779224812984,25.969404220581055
