epoch,loss_type,total_loss,global_mse,local_angle_mae
1,af3,17.200946807861328,27.826894760131836,12.909894943237305
2,af3,17.01512908935547,27.215911865234375,37.6488151550293
3,af3,17.041601181030273,26.16422462463379,57.31658935546875
4,af3,15.139129638671875,24.14289093017578,75.615478515625
5,af3,11.115156173706055,20.213443756103516,90.97349548339844
6,af3,10.406253814697266,14.426283836364746,101.36019134521484
7,af3,6.002096176147461,11.12418270111084,98.06141662597656
8,af3,5.261613368988037,8.287590026855469,92.67594146728516
9,af3,4.322293281555176,5.609484672546387,88.34239959716797
10,af3,3.4735817909240723,4.298006057739258,79.37638854980469
11,af3,2.8764867782592773,3.5093700885772705,74.751220703125
12,af3,2.7487776279449463,2.8021767139434814,66.91889953613281
13,af3,2.161698818206787,2.1836328506469727,65.59629821777344
14,af3,1.7975680828094482,1.6467015743255615,61.260868072509766
15,af3,1.8213878870010376,1.228281855583191,60.720218658447266
16,af3,2.006828784942627,0.9286488890647888,57.827430725097656
17,af3,1.7985501289367676,0.726999819278717,58.20121765136719
18,af3,1.5323705673217773,0.6029019951820374,59.03740692138672
19,af3,1.2435657978057861,0.5117253661155701,58.58562469482422
20,af3,1.30682373046875,0.43721267580986023,61.33850860595703
21,af3,1.1834685802459717,0.40404564142227173,60.11167907714844
22,af3,1.4973556995391846,0.3763270378112793,59.7118034362793
23,af3,1.4292621612548828,0.36529111862182617,59.66107177734375
24,af3,1.0746021270751953,0.3613356649875641,63.0495491027832
25,af3,1.585749864578247,0.35835257172584534,62.116249084472656
26,af3,1.389127492904663,0.34838637709617615,63.61298751831055
27,af3,1.381103515625,0.34841394424438477,62.349979400634766
28,af3,1.0852088928222656,0.33994510769844055,63.99443054199219
29,af3,1.2059818506240845,0.3424876630306244,62.917152404785156
30,af3,0.9494403600692749,0.3343929350376129,63.120277404785156
31,af3,1.6552908420562744,0.3158746361732483,63.50251770019531
32,af3,1.5544238090515137,0.30866241455078125,62.809505462646484
33,af3,1.1872234344482422,0.3013502359390259,62.23244094848633
34,af3,1.0337929725646973,0.29144087433815,60.59577178955078
35,af3,1.2139408588409424,0.2822992205619812,60.62605285644531
36,af3,0.9620949029922485,0.2733498215675354,59.61574935913086
37,af3,1.0966109037399292,0.26378223299980164,58.11405944824219
38,af3,1.2717671394348145,0.2543395757675171,56.51795959472656
39,af3,1.177461862564087,0.24506504833698273,55.23403549194336
40,af3,1.2193260192871094,0.2344423085451126,53.771995544433594
41,af3,1.0924386978149414,0.22231797873973846,52.08710861206055
42,af3,1.2209370136260986,0.21209195256233215,50.68246078491211
43,af3,1.2846839427947998,0.2002161294221878,49.412109375
44,af3,0.9331927299499512,0.19187703728675842,47.04084777832031
45,af3,1.125471830368042,0.18178343772888184,46.11983108520508
46,af3,1.1397581100463867,0.1714494228363037,43.795654296875
47,af3,1.1843297481536865,0.15913434326648712,42.00310516357422
48,af3,1.4702173471450806,0.15185952186584473,39.698875427246094
49,af3,1.0197142362594604,0.14121034741401672,38.31614303588867
50,af3,1.1280906200408936,0.13193044066429138,36.95492935180664
51,af3,1.2522461414337158,0.12349718064069748,34.82908630371094
52,af3,1.5134015083312988,0.11495854705572128,33.34281539916992
53,af3,1.1088857650756836,0.10635627806186676,33.177528381347656
54,af3,1.0485280752182007,0.09789112210273743,30.62442398071289
55,af3,1.2421079874038696,0.09090272337198257,29.02909278869629
56,af3,1.0455386638641357,0.08419951051473618,28.092756271362305
57,af3,1.4439342021942139,0.0759265273809433,26.88919448852539
58,af3,1.2477366924285889,0.07066541165113449,25.809247970581055
59,af3,0.9491853713989258,0.06546483188867569,24.214218139648438
60,af3,1.0000864267349243,0.060430772602558136,23.779598236083984
61,af3,0.9001568555831909,0.05645301565527916,22.906923294067383
62,af3,1.139798879623413,0.05294537544250488,22.959238052368164
63,af3,0.938306450843811,0.047821760177612305,21.28195571899414
64,af3,1.0221941471099854,0.04324083775281906,20.721614837646484
65,af3,2.5469675064086914,0.0403575599193573,20.56947135925293
66,af3,0.8960829377174377,0.039111193269491196,19.70376968383789
67,af3,1.2481763362884521,0.0402047336101532,18.987674713134766
68,af3,1.244065523147583,0.041124019771814346,18.805950164794922
69,af3,1.1243326663970947,0.0376155786216259,19.0767822265625
70,af3,1.3264927864074707,0.032863933593034744,18.352079391479492
71,af3,1.0513887405395508,0.030934428796172142,17.70476722717285
72,af3,1.2920868396759033,0.027591953054070473,16.952163696289062
73,af3,1.3709547519683838,0.028206776827573776,17.30773162841797
74,af3,1.365261435508728,0.023735422641038895,17.070608139038086
75,af3,1.1180505752563477,0.02389816753566265,16.483978271484375
76,af3,0.7858214378356934,0.021624337881803513,16.152267456054688
77,af3,1.2873164415359497,0.021688779816031456,15.357584953308105
78,af3,1.0133097171783447,0.017861085012555122,15.222726821899414
79,af3,1.1031219959259033,0.01814272627234459,15.319186210632324
80,af3,0.9596966505050659,0.01637246645987034,14.926339149475098
81,af3,1.0437695980072021,0.017562231048941612,15.16553020477295
82,af3,1.4537324905395508,0.01592389866709709,14.676959991455078
83,af3,1.0157138109207153,0.014582266099750996,14.622475624084473
84,af3,1.237142562866211,0.014349768869578838,14.847780227661133
85,af3,1.1348446607589722,0.012617113068699837,14.101235389709473
86,af3,1.207434892654419,0.014782337471842766,14.833781242370605
