epoch,loss_type,smooth_lddt_weight,total_loss,global_mse,local_angle_mae
1,af3,1.0,8.639474779367447,73.20419311523438,54.08576583862305
2,af3,1.0,4.961485825479031,71.58007049560547,53.69197463989258
3,af3,1.0,4.615362800657749,60.095062255859375,54.76227569580078
4,af3,1.0,3.3994048945605755,29.86188316345215,53.88248062133789
5,af3,1.0,2.464731153100729,17.94232177734375,50.88176345825195
6,af3,1.0,1.623376253992319,12.766178131103516,49.81288146972656
7,af3,1.0,1.3376622218638659,8.014599800109863,50.8863525390625
8,af3,1.0,1.1123193576931953,7.641321659088135,52.874935150146484
9,af3,1.0,1.0280635356903076,6.851097583770752,51.24908447265625
10,af3,1.0,0.9675238113850355,6.130650043487549,50.23598098754883
11,af3,1.0,0.8260527309030294,4.947275161743164,52.2043342590332
12,af3,1.0,0.8033118136227131,4.351588726043701,51.61277389526367
13,af3,1.0,0.7656005080789328,3.861006259918213,50.23001480102539
14,af3,1.0,0.735751437023282,3.8239171504974365,49.35520935058594
15,af3,1.0,0.6783870812505484,2.4391236305236816,49.320068359375
16,af3,1.0,0.6802795492112637,3.6931114196777344,51.098445892333984
17,af3,1.0,0.6436208942905068,2.3719069957733154,48.720882415771484
18,af3,1.0,0.6498024389147758,1.9319324493408203,49.66629409790039
19,af3,1.0,0.635560892522335,2.0004496574401855,49.02449417114258
20,af3,1.0,0.624433770775795,2.488060474395752,49.268280029296875
21,af3,1.0,0.5759974978864193,2.1160566806793213,49.063720703125
22,af3,1.0,0.5796327460557222,1.5491334199905396,48.828773498535156
23,af3,1.0,0.5739086363464594,2.0947701930999756,48.95967483520508
24,af3,1.0,0.5707050859928131,1.972524642944336,49.577598571777344
25,af3,1.0,0.5651846965774894,1.5396993160247803,49.08180236816406
26,af3,1.0,0.5386029863730073,1.3795675039291382,49.35927963256836
27,af3,1.0,0.5162758640944958,1.4033429622650146,49.63157272338867
28,af3,1.0,0.523345559835434,1.5387458801269531,49.05936813354492
29,af3,1.0,0.5325697772204876,1.495808720588684,49.44852066040039
30,af3,1.0,0.5116769075393677,1.2813308238983154,48.66184997558594
31,af3,1.0,0.5006856359541416,1.435961365699768,49.503273010253906
32,af3,1.0,0.5272778999060392,1.2976434230804443,49.857608795166016
33,af3,1.0,0.49969591666013,1.5732059478759766,49.037841796875
34,af3,1.0,0.5037435926496983,1.3627328872680664,49.686065673828125
35,af3,1.0,0.4856124669313431,1.2695714235305786,49.842247009277344
36,af3,1.0,0.4723868640139699,1.1915289163589478,49.811363220214844
37,af3,1.0,0.4760127766057849,0.9264127016067505,49.7424201965332
38,af3,1.0,0.4661967670544982,1.2536203861236572,49.891029357910156
39,af3,1.0,0.49076650757342577,1.4805091619491577,48.336509704589844
40,af3,1.0,0.48223908990621567,0.9098588824272156,50.24459457397461
41,af3,1.0,0.4626378118991852,0.9565775394439697,48.96950912475586
42,af3,1.0,0.4676142344251275,1.013453722000122,49.348876953125
43,af3,1.0,0.4701394634321332,0.997654378414154,48.985565185546875
44,af3,1.0,0.46527887508273125,0.7670316696166992,49.43517303466797
45,af3,1.0,0.45625749602913857,0.9290686845779419,48.48651885986328
46,af3,1.0,0.4531132932752371,0.9864060878753662,50.246238708496094
47,af3,1.0,0.44956600200384855,0.8078839778900146,49.27707290649414
48,af3,1.0,0.44896192383021116,1.0012022256851196,48.11605453491211
49,af3,1.0,0.4532342925667763,0.9277322888374329,48.397560119628906
50,af3,1.0,0.4454789236187935,0.9778736233711243,47.85505294799805
51,af3,1.0,0.4416024526581168,0.797021746635437,48.696144104003906
52,af3,1.0,0.44684844743460417,0.7618156671524048,48.5992317199707
53,af3,1.0,0.4367077797651291,1.0026429891586304,48.363033294677734
54,af3,1.0,0.4352588774636388,0.9964901804924011,48.83629608154297
55,af3,1.0,0.4248003326356411,0.801115870475769,48.766395568847656
56,af3,1.0,0.4286095192655921,1.204180359840393,47.742218017578125
57,af3,1.0,0.43202473409473896,0.8626379370689392,48.4176025390625
58,af3,1.0,0.42081576213240623,0.7833688259124756,49.846710205078125
