epoch,loss_type,smooth_lddt_weight,total_loss,global_mse,local_angle_mae
1,af3,0.0,2.3170094341039658,0.00010062441288027912,1.5294731855392456
2,af3,0.0,2.31514672935009,0.00010311810183338821,1.4744411706924438
3,af3,0.0,2.016486868262291,9.781285916687921e-05,1.485242486000061
4,af3,0.0,1.8584376126527786,0.00011381223885109648,1.4777590036392212
5,af3,0.0,1.4236569702625275,0.00012238907220307738,1.4957692623138428
6,af3,0.0,1.0456222891807556,0.00016724705346859992,1.4412031173706055
7,af3,0.0,1.089109092950821,0.00020973234495613724,1.4674493074417114
8,af3,0.0,2.09950865060091,0.0002430398017168045,1.5032827854156494
9,af3,0.0,0.8956194594502449,0.0003073471016250551,1.4441407918930054
10,af3,0.0,1.231350153684616,0.00033742657979018986,1.45565664768219
11,af3,0.0,0.670484621077776,0.00039521450526081026,1.487773060798645
12,af3,0.0,0.6623399928212166,0.000478017027489841,1.5038448572158813
13,af3,0.0,0.6482545025646687,0.00045763576054014266,1.4653791189193726
14,af3,0.0,0.6479980871081352,0.00043542005005292594,1.4672982692718506
15,af3,0.0,0.6178037002682686,0.00046572135761380196,1.4713902473449707
16,af3,0.0,0.4895428493618965,0.0004516402550507337,1.4700099229812622
17,af3,0.0,0.5827990658581257,0.0003836317628156394,1.4426037073135376
18,af3,0.0,0.5090636387467384,0.0004133485781494528,1.5413955450057983
19,af3,0.0,0.469633050262928,0.000380426412448287,1.4230924844741821
20,af3,0.0,0.44638798758387566,0.00037506490480154753,1.4562510251998901
21,af3,0.0,0.4219922386109829,0.0003424993483349681,1.4675240516662598
22,af3,0.0,0.36895227059721947,0.0003081268514506519,1.4628440141677856
23,af3,0.0,0.328189330175519,0.00023669986694585532,1.4739092588424683
24,af3,0.0,0.3780367262661457,0.00020283806952647865,1.4075536727905273
25,af3,0.0,0.3535508029162884,0.00019111759320367128,1.5010452270507812
26,af3,0.0,0.3482319097965956,0.00017938771634362638,1.4964492321014404
27,af3,0.0,0.3808681257069111,0.00016777092241682112,1.4748426675796509
28,af3,0.0,0.37488021701574326,0.0001479659549659118,1.464218258857727
29,af3,0.0,0.3666234686970711,0.00014324375661090016,1.4733139276504517
30,af3,0.0,0.3320573903620243,0.0001425154332537204,1.4616726636886597
31,af3,0.0,0.3432294875383377,0.00013819184096064419,1.4879300594329834
32,af3,0.0,0.3187127560377121,0.00013241844135336578,1.5265237092971802
33,af3,0.0,0.3195512033998966,0.00012768240412697196,1.4508346319198608
34,af3,0.0,0.36164216324687004,0.00012651171709876508,1.461751103401184
35,af3,0.0,0.3231659457087517,0.00011755889136111364,1.438495397567749
36,af3,0.0,0.3846277743577957,0.00012538497685454786,1.4972257614135742
37,af3,0.0,0.3441671095788479,0.00011731481208698824,1.410879373550415
38,af3,0.0,0.32412403263151646,0.00012126056390115991,1.4570543766021729
39,af3,0.0,0.33891474828124046,0.00011774686572607607,1.487380027770996
40,af3,0.0,0.38460782170295715,0.00011989465565420687,1.4256619215011597
41,af3,0.0,0.31713674776256084,0.00012292672181501985,1.477075219154358
42,af3,0.0,0.3240404613316059,0.00011957601964240894,1.4175690412521362
43,af3,0.0,0.3359889965504408,0.00011826834088424221,1.4451580047607422
44,af3,0.0,0.2959627751260996,0.0001158204540843144,1.4465069770812988
45,af3,0.0,0.3269983120262623,0.00012192541180411354,1.419321894645691
46,af3,0.0,0.3636641092598438,0.00012376545055303723,1.5003092288970947
47,af3,0.0,0.3679557740688324,0.00011797816841863096,1.4784374237060547
48,af3,0.0,0.3288773372769356,0.00011564449960133061,1.462988257408142
49,af3,0.0,0.3375706449151039,0.00011592364899115637,1.4765697717666626
50,af3,0.0,0.3454299867153168,0.00011898102820850909,1.4437803030014038
51,af3,0.0,0.2794097624719143,0.00011741213529603556,1.439712643623352
52,af3,0.0,0.3213731925934553,0.00011658467701636255,1.4665032625198364
53,af3,0.0,0.3391544949263334,0.00011966358579229563,1.4503203630447388
54,af3,0.0,0.3612988218665123,0.0001211224080179818,1.4405874013900757
55,af3,0.0,0.3160006757825613,0.00012238322233315557,1.4275234937667847
56,af3,0.0,0.3822285868227482,0.00011649558291537687,1.4764776229858398
57,af3,0.0,0.28237208165228367,0.00011829517461592332,1.4683551788330078
58,af3,0.0,0.3099629692733288,0.00012203570804558694,1.4418569803237915
59,af3,0.0,0.31301090121269226,0.00011479824752314016,1.4476298093795776
60,af3,0.0,0.3796812891960144,0.00011744886433007196,1.425478458404541
61,af3,0.0,0.35159727558493614,0.00011586973414523527,1.46015465259552
62,af3,0.0,0.35348354279994965,0.00012090707605239004,1.4313771724700928
63,af3,0.0,0.34258694760501385,0.0001114362821681425,1.469774842262268
64,af3,0.0,0.32571165822446346,0.0001194047654280439,1.4497087001800537
65,af3,0.0,0.3609897717833519,0.00011828271090053022,1.476279616355896
66,af3,0.0,0.3333417549729347,0.0001197105593746528,1.4349099397659302
67,af3,0.0,0.29657204635441303,0.00012093145051039755,1.51726496219635
68,af3,0.0,0.3766317553818226,0.0001129829470301047,1.4709442853927612
69,af3,0.0,0.34075455740094185,0.00011924166028620675,1.4794378280639648
70,af3,0.0,0.3629557900130749,0.00011176730913575739,1.4985100030899048
71,af3,0.0,0.3268655277788639,0.00012062972382409498,1.4786803722381592
72,af3,0.0,0.3344052154570818,0.00011634427937678993,1.4646848440170288
73,af3,0.0,0.3323301915079355,0.0001228046021424234,1.5170568227767944
74,af3,0.0,0.32944467663764954,0.00011855085904244334,1.48380708694458
75,af3,0.0,0.3357299417257309,0.00011640389857348055,1.4801030158996582
76,af3,0.0,0.3002844285219908,0.00011453286424512044,1.4516938924789429
77,af3,0.0,0.32718799635767937,0.00011854690092150122,1.437537670135498
